80
79
S
21	62400	88	90	97	96	91	97	98	95	89	95	97	93	100	96	96	93	90	98	98	90	89	96	86	86	93	87	85	97	94	94	94	94	92	86	89	89	96	93	93	95	95	95	90	89	84	76	83	89	87	86	85	86	82	78	79	83	78	75	84	83	74	80	82	85	81	79	80	81	80	77	73	84	82	77	87	89	85	83	
22	65000	85	87	88	83	89	83	87	84	86	84	89	76	80	73	73	79	80	89	33	71	22	29	77	77	60	81	85	82	76	76	84	80	82	26	85	20	85	87	87	84	87	87	87	80	80	69	71	76	74	76	76	75	79	79	75	72	69	69	74	76	68	70	70	70	72	74	76	77	74	73	58	75	78	73	77	77	83	79	
23	67300	0	0	0	0	0	82	0	0	0	0	0	0	86	0	0	0	82	0	0	0	75	0	0	0	0	81	0	0	83	83	0	0	85	0	0	0	0	78	78	0	84	84	80	80	0	77	77	73	79	77	75	74	80	79	79	74	74	75	72	75	77	74	75	77	74	74	74	75	76	76	70	73	83	77	76	77	79	75	
24	69100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25	71400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26	83700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27	86500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28	91000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29	94900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30	100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31	110400	99	99	98	96	97	98	97	95	96	96	98	92	93	94	96	95	94	94	94	94	95	95	91	92	92	93	94	94	90	89	94	94	93	94	95	94	95	96	96	98	98	98	99	98	100	99	99	99	100	100	100	100	100	100	100	99	99	99	99	100	99	98	99	99	99	99	99	98	98	98	98	99	98	-1	-1	-1	-1	-1	
32	117000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	132800	94	97	94	93	91	92	91	93	86	91	90	85	86	86	90	87	87	87	86	88	89	91	87	85	86	86	85	88	85	85	84	84	88	87	89	88	88	89	90	94	94	94	96	95	97	98	98	99	99	99	101	100	99	99	99	100	99	98	98	98	100	99	96	98	98	98	97	98	97	97	97	97	98	-1	-1	-1	-1	-1	
34	150200	99	98	99	97	98	95	96	97	95	93	96	99	102	93	94	94	95	96	94	96	94	92	95	95	88	92	92	94	95	91	95	90	91	94	95	91	96	95	95	96	97	95	100	100	101	99	98	99	100	101	98	100	98	100	100	101	100	99	100	98	98	99	100	99	97	99	99	97	98	98	99	99	97	-1	-1	-1	-1	-1	
35	158000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36	160800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	162000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38	165500	97	99	96	98	96	94	95	95	95	94	98	95	94	93	94	93	91	93	92	94	96	96	93	94	92	93	92	90	95	98	93	92	90	92	91	92	94	95	95	91	95	97	97	94	93	92	90	89	93	92	91	94	94	91	93	94	92	93	94	93	94	92	94	93	92	91	93	92	93	93	94	91	94	-1	-1	-1	-1	-1	
39	167600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40	174200	103	101	101	101	98	102	100	100	100	102	100	97	100	99	99	97	102	100	99	100	100	97	98	96	96	96	98	95	96	99	96	99	96	97	97	99	101	99	99	101	99	102	101	103	100	99	100	97	99	100	99	97	96	97	97	96	97	97	96	96	95	95	95	97	97	98	95	97	96	97	97	97	96	-1	-1	-1	-1	-1	
41	178600	98	94	99	97	97	94	98	96	91	96	93	94	95	96	94	93	96	92	92	95	97	92	97	91	92	96	91	91	95	94	93	95	92	93	94	95	96	96	94	97	96	96	96	97	97	96	94	96	97	96	96	94	95	95	94	93	95	95	93	94	95	94	93	94	94	94	91	93	95	95	96	95	94	-1	-1	-1	-1	-1	
42	181400	98	99	100	98	99	99	98	96	97	98	98	97	96	102	99	95	95	95	94	96	96	95	96	96	96	95	93	94	96	96	95	92	94	95	94	96	95	98	97	98	102	100	99	101	100	100	98	99	100	99	100	98	99	97	97	97	97	97	97	96	97	97	97	97	97	96	94	97	96	97	97	97	97	-1	-1	-1	-1	-1	
43	189000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44	192000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45	198500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46	208000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47	211000	100	110	92	104	105	101	107	88	87	97	101	99	113	104	114	130	93	100	83	94	97	100	118	104	102	110	105	0	0	89	89	104	108	104	106	103	103	106	105	108	106	106	105	115	108	109	105	103	110	112	107	114	105	99	109	105	114	109	109	103	105	108	107	112	111	107	106	109	106	109	111	105	99	96	106	110	109	109	
48	218000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49	219900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50	229000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51	230500	100	97	96	100	100	103	98	106	92	96	101	102	95	93	99	99	95	98	101	96	102	95	99	95	97	94	94	95	95	95	91	99	100	99	94	94	97	99	99	96	98	98	96	99	100	100	96	99	101	99	100	98	99	99	100	102	101	99	101	99	100	100	98	100	99	100	96	97	95	95	95	100	99	97	101	98	98	99	
52	240600	97	112	92	105	114	96	96	101	88	115	95	112	92	112	100	93	89	93	112	88	92	98	93	93	111	92	90	92	94	112	92	102	95	92	88	91	111	94	117	117	111	112	96	111	109	102	96	111	116	100	99	111	97	109	105	107	105	108	103	97	113	107	100	111	101	107	107	104	106	100	93	101	111	101	98	105	97	98	
53	243700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54	247100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55	250300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56	264200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57	270400	72	73	83	86	93	86	84	74	70	74	99	69	88	83	77	79	89	73	78	68	79	75	77	81	98	76	81	68	76	79	77	85	81	79	74	92	76	94	89	89	91	83	88	90	89	89	90	91	94	92	91	84	91	89	91	92	91	92	92	91	87	91	85	79	84	84	83	84	82	85	80	84	87	84	88	84	83	83	
58	272900	72	73	83	86	93	86	84	74	70	74	99	69	88	83	77	79	89	73	78	68	79	75	77	81	98	76	81	68	76	79	77	85	81	79	74	92	76	94	89	89	91	83	88	90	89	89	90	91	94	92	91	84	91	89	91	92	91	92	92	91	87	91	85	79	84	84	83	84	82	85	80	84	87	84	88	84	83	83	
59	280700	72	73	83	86	93	86	84	74	70	74	99	69	88	83	77	79	89	73	78	68	79	75	77	81	98	76	81	68	76	79	77	85	81	79	74	92	76	94	89	89	91	83	88	90	89	89	90	91	94	92	91	84	91	89	91	92	91	92	92	91	87	91	85	79	84	84	83	84	82	85	80	84	87	84	88	84	83	83	
60	284100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61	288400	93	88	88	92	99	84	93	94	89	84	91	99	95	84	87	94	88	86	86	82	96	83	88	88	87	88	86	88	83	85	84	88	85	82	96	87	86	92	93	95	92	89	95	94	93	96	93	93	98	99	98	95	92	95	93	93	90	92	96	95	95	91	94	92	90	90	93	93	92	93	91	95	92	92	89	89	90	90	
62	303700	86	88	76	85	84	87	79	82	88	88	83	78	78	79	79	101	76	82	84	85	88	116	85	95	80	82	59	66	78	85	93	69	84	84	81	87	84	71	92	88	91	89	86	86	92	92	88	89	86	84	94	90	90	88	89	88	85	86	88	78	88	92	89	94	90	89	90	87	72	88	87	88	87	80	74	90	88	85	
63	311100	93	72	81	83	80	80	83	92	72	89	82	85	84	84	83	88	89	81	86	74	80	70	77	76	77	71	83	77	66	70	69	89	77	75	79	89	80	79	79	81	89	85	77	76	86	85	86	86	86	84	79	82	87	89	82	82	84	84	84	88	89	87	91	88	86	87	83	85	86	97	84	85	91	90	88	87	88	87	
64	313600	93	72	81	83	80	80	83	92	72	89	82	85	84	84	83	88	89	81	86	74	80	70	77	76	77	71	83	77	66	70	69	89	77	75	79	89	80	79	79	81	89	85	77	76	86	85	86	86	86	84	79	82	87	89	82	82	84	84	84	88	89	87	91	88	86	87	83	85	86	97	84	85	91	90	88	87	88	87	
65	315500	91	90	91	94	101	88	89	83	100	95	86	98	108	108	108	97	94	127	111	96	108	105	82	89	90	94	88	92	90	89	92	83	85	92	95	85	93	96	92	86	94	92	92	95	96	93	94	93	94	93	92	95	94	92	89	92	91	90	92	89	98	92	92	89	89	89	86	89	88	85	89	90	95	98	98	98	98	101	
66	319600	99	96	93	89	87	95	85	93	92	88	94	86	88	93	77	82	97	88	97	81	82	84	92	88	91	90	93	82	89	97	91	84	83	85	86	90	94	92	95	94	95	95	94	98	96	94	94	95	95	94	96	97	94	95	94	91	92	94	89	96	91	91	91	91	95	98	91	91	94	93	93	94	92	91	93	92	91	93	
67	327400	84	91	92	90	88	90	0	97	88	91	93	92	0	78	73	0	89	90	93	86	80	0	86	82	80	78	84	83	87	80	85	86	85	86	76	91	87	102	0	93	0	92	94	0	90	92	91	90	0	93	93	91	97	93	93	91	92	0	92	0	86	90	90	94	95	90	92	0	90	93	93	92	90	92	94	94	96	96	
68	330700	84	91	92	90	88	90	0	97	88	91	93	92	0	78	73	0	89	90	93	86	80	0	86	82	80	78	84	83	87	80	85	86	85	86	76	91	87	102	0	93	0	92	94	0	90	92	91	90	0	93	93	91	97	93	93	91	92	0	92	0	86	90	90	94	95	90	92	0	90	93	93	92	90	92	94	94	96	96	
69	335200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70	338300	90	92	74	97	84	91	87	80	90	99	91	90	82	89	80	104	84	81	87	109	94	86	83	82	73	91	78	97	86	92	87	92	91	92	83	93	87	95	90	92	99	92	98	92	94	87	88	92	89	92	92	100	99	91	99	94	92	90	89	96	92	87	88	88	92	93	89	93	91	93	91	94	90	94	88	89	90	80	
71	346800	90	92	74	97	84	91	87	80	90	99	91	90	82	89	80	104	84	81	87	109	94	86	83	82	73	91	78	97	86	92	87	92	91	92	83	93	87	95	90	92	99	92	98	92	94	87	88	92	89	92	92	100	99	91	99	94	92	90	89	96	92	87	88	88	92	93	89	93	91	93	91	94	90	94	88	89	90	80	
72	349400	96	99	91	96	85	90	98	95	90	86	89	86	95	93	83	87	94	88	88	83	78	95	73	82	86	81	86	85	96	83	89	92	96	85	95	79	100	96	94	96	99	97	100	103	99	97	100	82	100	97	96	102	86	89	93	82	73	80	78	83	84	82	81	85	86	85	82	84	85	84	85	84	85	87	81	84	84	81	
73	356000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
74	362200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75	366500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76	369800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77	371000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
78	371700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79	372700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
