133	20												
1	45												
36	2	102	112										
37	3	23	43	71									
38	6	37	39	49	50	57	99						
39	3	41	74	94									
40	3	42	59	109									
41	3	45	77	118									
42	1	70											
43	4	6	19	83	91								
44	5	29	69	86	110	128							
45	4	1	40	53	87								
9	45												
1	3	60	83	115									
2	1	56											
3	8	8	65	70	73	81	87	99	132				
4	2	5	109										
5	2	44	112										
6	2	11	103										
7	2	92	129										
8	5	6	59	80	89	122							
9	4	25	39	46	91								
10	2	3	90										
11	3	49	76	95									
12	2	21	105										
13	5	15	42	77	120	133							
14	2	94	123										
15	2	118	130										
16	4	10	84	108	113								
17	3	75	98	117									
18	1	53											
19	3	17	63	67									
20	1	1											
21	1	82											
22	3	13	24	96									
23	6	4	32	51	61	72	74						
24	3	12	62	100									
25	1	29											
26	5	9	26	28	47	88							
27	4	16	35	50	114								
28	4	31	66	104	121								
29	2	55	128										
30	5	7	22	45	48	54							
31	3	97	102	124									
32	2	69	127										
33	3	14	111	125									
34	2	18	131										
35	1	38											
36	3	2	23	101									
37	4	20	33	86	119								
38	3	43	57	78									
39	2	34	58										
40	3	41	71	85									
41	3	68	110	126									
42	3	37	79	116									
43	4	30	36	40	64								
44	1	27											
45	5	19	52	93	106	107							
10	45												
1	3	50	58	132									
2	3	55	109	121									
3	2	44	96										
4	1	59											
5	2	39	115										
6	3	1	3	34									
7	3	61	73	86									
8	2	23	29										
9	6	32	49	83	106	124	129						
10	2	17	78										
11	2	80	92										
12	2	10	110										
13	3	72	93	118									
14	2	103	122										
15	4	62	76	105	128								
16	4	28	63	81	95								
17	8	14	21	48	57	67	84	90	111				
18	2	87	117										
19	3	40	68	82									
20	4	8	45	51	88								
21	2	4	85										
22	4	5	30	38	71								
23	3	25	79	116									
24	3	46	77	91									
25	3	42	60	114									
26	2	53	130										
27	1	35											
28	2	74	119										
29	4	27	98	131	133								
30	3	13	15	125									
31	3	36	43	70									
32	1	20											
33	4	22	33	54	123								
34	2	26	65										
35	1	120											
36	3	19	64	127									
37	3	6	12	52									
38	2	99	101										
39	3	37	47	97									
40	2	113	126										
41	1	11											
42	9	2	31	41	56	69	94	104	108	112			
43	5	9	66	75	89	102							
44	2	16	107										
45	4	7	18	24	100								
11	45												
1	3	40	80	93									
2	8	35	47	60	81	92	96	114	128				
3	2	44	86										
4	3	91	98	107									
5	3	36	105	106									
6	3	26	69	112									
7	1	77											
8	2	51	99										
9	3	20	58	95									
10	3	21	53	129									
11	5	14	119	121	123	126							
12	3	9	19	89									
13	4	25	31	33	56								
14	5	10	76	88	103	118							
15	1	42											
16	1	90											
17	2	8	12										
18	7	65	66	74	85	87	108	127					
19	3	5	52	63									
20	3	28	49	124									
21	4	6	34	71	125								
22	1	100											
23	4	7	78	84	122								
24	5	57	70	72	102	110							
25	5	41	59	83	115	131							
26	1	4											
27	2	15	50										
28	1	38											
29	4	46	62	101	120								
30	1	97											
31	1	37											
32	2	29	109										
33	1	1											
34	5	23	61	67	82	111							
35	2	22	116										
36	6	13	39	45	64	68	113						
37	8	17	18	24	43	75	94	104	133				
38	3	11	73	117									
39	1	32											
40	1	54											
41	2	30	79										
42	2	27	132										
43	2	48	55										
44	2	2	130										
45	2	3	16										
12	45												
1	5	8	42	73	99	131							
2	4	28	32	65	80								
3	2	72	122										
4	4	24	43	85	114								
5	6	4	41	81	93	94	101						
6	2	25	121										
7	4	14	54	76	88								
8	3	10	109	113									
9	3	11	78	98									
10	3	3	52	119									
11	4	2	15	91	107								
12	3	7	63	82									
13	1	69											
14	7	22	35	39	62	87	112	118					
15	2	55	111										
16	1	66											
17	2	44	110										
18	3	51	89	97									
19	3	23	27	96									
20	2	117	127										
21	1	45											
22	5	1	56	67	79	108							
23	2	53	92										
24	4	29	60	90	133								
25	6	6	46	58	106	120	128						
26	2	13	48										
27	3	17	49	124									
28	3	21	34	57									
29	3	36	126	132									
30	4	74	77	102	104								
31	2	12	16										
32	1	130											
33	2	68	123										
34	6	31	50	71	86	115	129						
35	3	26	30	103									
36	3	33	84	116									
37	1	59											
38	3	40	64	95									
39	1	125											
40	2	18	20										
41	3	38	100	105									
42	3	37	75	83									
43	2	47	61										
44	3	9	19	70									
45	1	5											
13	45												
1	4	63	84	85	98								
2	3	40	44	133									
3	3	49	54	116									
4	1	74											
5	2	112	127										
6	2	28	30										
7	2	11	51										
8	7	12	19	37	45	67	124	126					
9	2	102	119										
10	4	48	65	83	90								
11	1	46											
12	12	5	17	35	43	47	50	73	75	81	99	103	118
13	3	34	42	110									
14	4	1	55	66	129								
15	3	6	39	88									
16	1	21											
17	2	97	108										
18	3	87	117	130									
19	1	91											
20	4	27	86	93	106								
21	6	24	58	68	80	100	132						
22	3	59	78	79									
23	3	18	104	111									
24	1	22											
25	4	9	89	121	122								
26	1	96											
27	2	26	101										
28	2	114	128										
29	1	70											
30	6	41	53	62	105	113	125						
31	2	3	109										
32	2	13	31										
33	2	7	16										
34	7	32	36	60	61	71	94	123					
35	2	76	92										
36	1	15											
37	1	29											
38	4	8	33	38	131								
39	2	20	56										
40	2	69	115										
41	1	72											
42	5	2	4	14	25	95							
43	2	57	64										
44	5	10	52	82	107	120							
45	2	23	77										
14	45												
1	2	9	20										
2	5	41	49	53	101	120							
3	4	35	107	128	130								
4	2	105	132										
5	2	64	110										
6	1	8											
7	1	67											
8	4	42	54	71	116								
9	3	4	36	99									
10	3	91	114	121									
11	2	1	129										
12	4	38	96	106	117								
13	4	37	82	86	88								
14	2	45	95										
15	5	18	48	59	66	78							
16	5	30	43	70	76	89							
17	2	60	63										
18	2	40	133										
19	3	19	24	112									
20	4	22	23	81	83								
21	3	21	47	55									
22	1	74											
23	3	56	84	127									
24	1	33											
25	8	2	14	32	58	68	80	90	103				
26	4	75	118	122	123								
27	2	61	102										
28	2	46	93										
29	2	13	25										
30	3	50	51	97									
31	7	5	62	69	73	77	124	131					
32	3	15	113	125									
33	2	39	57										
34	3	92	94	119									
35	3	6	85	87									
36	3	3	72	108									
37	3	26	28	98									
38	3	12	111	115									
39	1	31											
40	2	29	126										
41	3	10	52	65									
42	4	11	34	79	104								
43	2	16	44										
44	4	7	17	27	100								
45	1	109											
15	45												
1	6	36	39	58	68	86	88						
2	1	74											
3	2	82	84										
4	2	17	63										
5	6	13	32	47	77	81	123						
6	5	54	56	57	62	125							
7	2	52	133										
8	4	9	10	89	97								
9	3	5	45	66									
10	4	72	79	80	124								
11	1	111											
12	1	93											
13	1	29											
14	3	22	65	83									
15	3	19	91	112									
16	1	46											
17	4	15	37	49	87								
18	4	8	26	60	95								
19	4	14	23	25	96								
20	3	78	110	129									
21	2	33	105										
22	1	126											
23	3	24	35	75									
24	2	53	114										
25	5	11	30	34	108	122							
26	5	3	40	50	51	64							
27	2	104	121										
28	2	6	131										
29	4	41	44	113	115								
30	3	38	70	109									
31	3	4	27	127									
32	3	12	69	101									
33	3	59	103	107									
34	1	42											
35	3	48	61	73									
36	5	18	43	71	98	119							
37	4	21	85	94	117								
38	2	76	92										
39	7	7	20	31	67	99	100	128					
40	1	118											
41	4	55	102	116	120								
42	1	132											
43	2	16	90										
44	1	1											
45	4	2	28	106	130								
16	45												
1	5	12	50	70	80	123							
2	2	1	77										
3	4	65	100	101	108								
4	3	17	49	107									
5	7	3	66	81	95	99	102	117					
6	2	21	27										
7	5	32	57	85	93	97							
8	3	22	67	118									
9	1	59											
10	3	47	60	119									
11	4	71	90	113	122								
12	1	7											
13	4	76	92	109	127								
14	1	106											
15	3	53	63	133									
16	2	5	56										
17	1	38											
18	1	15											
19	3	29	48	88									
20	3	18	23	112									
21	1	42											
22	4	16	35	82	115								
23	1	44											
24	1	26											
25	2	30	86										
26	10	13	24	31	39	55	58	87	91	104	130		
27	4	14	19	46	126								
28	1	43											
29	4	33	83	89	98								
30	4	36	61	114	120								
31	4	10	28	69	132								
32	1	11											
33	1	103											
34	2	72	84										
35	1	131											
36	2	37	125										
37	1	25											
38	3	4	73	75									
39	4	20	51	74	94								
40	3	40	41	96									
41	10	2	6	9	52	54	64	105	110	124	128		
42	5	8	68	111	121	129							
43	3	45	79	116									
44	1	62											
45	2	34	78										
17	45												
1	2	53	59										
2	1	22											
3	4	6	10	36	83								
4	2	96	120										
5	2	115	121										
6	3	28	44	56									
7	6	50	62	97	107	109	122						
8	3	13	33	123									
9	4	20	24	101	119								
10	2	80	110										
11	2	32	103										
12	3	8	90	129									
13	7	38	39	47	48	57	68	76					
14	3	45	64	113									
15	4	17	30	87	95								
16	3	14	118	126									
17	1	66											
18	2	23	116										
19	4	5	16	31	55								
20	2	9	98										
21	1	37											
22	4	3	26	52	91								
23	2	65	70										
24	4	49	77	112	133								
25	2	1	71										
26	6	35	58	92	93	99	114						
27	5	11	79	89	100	130							
28	2	75	78										
29	1	2											
30	1	117											
31	6	42	67	69	86	124	128						
32	1	104											
33	3	18	41	72									
34	3	34	63	111									
35	4	61	74	85	106								
36	3	27	51	73									
37	4	29	40	82	88								
38	4	21	46	94	132								
39	4	4	12	125	127								
40	2	54	105										
41	2	43	131										
42	2	7	108										
43	2	19	25										
44	3	15	84	102									
45	2	60	81										
18	45												
1	4	5	15	23	78								
2	1	103											
3	8	45	54	57	77	85	108	121	128				
4	2	114	126										
5	3	41	62	124									
6	1	131											
7	4	50	86	125	130								
8	1	75											
9	6	3	10	32	49	91	95						
10	3	14	21	129									
11	2	48	112										
12	1	87											
13	3	38	101	115									
14	2	96	107										
15	1	29											
16	1	28											
17	3	8	43	68									
18	4	44	64	102	109								
19	3	4	74	104									
20	2	65	117										
21	2	37	123										
22	2	63	72										
23	2	22	133										
24	8	39	40	60	67	92	98	113	120				
25	2	90	118										
26	1	34											
27	2	47	81										
28	2	12	31										
29	1	56											
30	2	42	106										
31	5	2	24	61	83	97							
32	1	59											
33	2	27	73										
34	8	1	19	30	69	80	93	110	119				
35	4	35	46	55	127								
36	1	132											
37	3	26	99	111									
38	1	122											
39	6	7	9	11	52	79	89						
40	4	17	71	84	105								
41	2	70	82										
42	4	16	76	94	100								
43	4	25	51	58	116								
44	2	18	88										
45	7	6	13	20	33	36	53	66					
19	45												
1	2	94	99										
2	5	5	11	48	70	126							
3	4	18	74	104	122								
4	2	92	110										
5	2	8	12										
6	3	4	62	118									
7	2	59	133										
8	1	76											
9	2	29	89										
10	9	17	46	47	58	102	112	119	128	130			
11	5	38	67	68	84	103							
12	3	10	40	101									
13	3	1	14	57									
14	1	36											
15	3	23	52	100									
16	1	49											
17	1	72											
18	2	19	27										
19	2	85	93										
20	5	3	37	42	125	132							
21	2	41	54										
22	2	24	123										
23	1	61											
24	3	7	90	114									
25	3	56	95	106									
26	7	69	79	87	113	116	117	127					
27	6	33	43	50	73	83	120						
28	2	9	65										
29	3	13	30	39									
30	2	88	107										
31	5	28	31	45	51	81							
32	1	21											
33	6	2	35	63	97	115	124						
34	1	129											
35	2	15	60										
36	3	32	44	66									
37	3	105	111	131									
38	3	34	78	91									
39	4	16	26	64	109								
40	3	22	55	98									
41	2	6	20										
42	3	25	77	121									
43	5	71	80	82	86	96							
44	1	75											
45	2	53	108										
20	45												
1	2	80	103										
2	2	1	58										
3	5	39	75	83	96	106							
4	2	18	107										
5	3	40	74	77									
6	1	65											
7	8	3	20	28	38	63	67	79	91				
8	3	81	84	87									
9	1	78											
10	1	44											
11	1	2											
12	2	112	131										
13	4	10	16	23	102								
14	3	37	55	88									
15	6	13	72	98	113	128	133						
16	3	42	69	93									
17	2	29	48										
18	5	31	32	35	53	105							
19	5	4	14	34	62	100							
20	2	5	33										
21	4	86	90	119	132								
22	2	9	130										
23	2	95	116										
24	3	19	46	82									
25	4	6	36	85	99								
26	2	7	126										
27	4	17	30	50	111								
28	1	97											
29	2	124	129										
30	2	104	109										
31	3	25	49	110									
32	2	94	114										
33	3	11	15	60									
34	5	26	89	118	121	123							
35	2	117	127										
36	4	51	68	70	76								
37	4	8	54	57	73								
38	4	21	41	45	66								
39	1	56											
40	2	22	52										
41	4	59	61	122	125								
42	3	47	64	108									
43	5	12	24	43	71	101							
44	3	27	92	115									
45	1	120											
